adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",,21625,tt1261047,en,Gulaal,"Gulaal is set in Rajpur a fictional city of Rajasthan, where a member of the erstwhile royal family stakes claim to the land of Rajasthan and wants to go back to the days of royalty. He wants Rajputana back from the Government of India and challenges the very idea of democracy. His history backs him, his people too, but the power corrupts him.",2.053626,/qJo94sDaEYImjcIB6RvgXN8OppV.jpg,"[{'name': 'Zee Limelight', 'id': 3994}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2009-03-13,0,140,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Gulaal,False,6.7,16
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",,28740,tt0400234,hi,Black Friday,"Under torture, Indian gangster Tiger Memon (Pavan Malhotra) confesses to his involvement in a plot to set off explosives throughout Bombay. The police choose not to believe him, however, and bombs tear through the city that Friday, wreaking havoc and polarizing the citizens of Bombay. Through a series of interviews, DCP Rakesh Maria (Kay Kay Menon) comes closer to discovering who the leader of the conspiracy is, but it soon becomes clear that a foreign power must be involved.",1.108501,/7ee1uUax8RM2nHGJyhDjnEYQ8Dv.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",2004-08-13,0,143,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'ur', 'name': 'اردو'}]",Released,,Black Friday,False,7.5,16
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,58128,tt0109117,hi,Andaz Apna Apna,"Amar and Prem are two rivals who belonging to middle-class families with no scope of future advancement. Both individually, without the knowledge of the other decide to take matters into their hands and find ways to get rich quickly. Chaos and acrimony result when both find each other at loggerheads when both arrive to win the hand of the daughter of multi-millionaire Ram Gopal Bajaj amidst considerable upheavals when Shyam, the twin brother of Ram, decides to do away with Ram and assume his identity and thus take over the estate of the Bajaj family.",2.058966,/wa3BjGLmgnqoyVroTCanokjwvsC.jpg,"[{'name': 'Vinay Pictures', 'id': 89949}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1994-04-11,0,160,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'ur', 'name': 'اردو'}]",Released,,Andaz Apna Apna,False,7.6,51
False,"{'id': 142022, 'name': 'Hera Pheri Collection', 'poster_path': None, 'backdrop_path': None}",0,"[{'id': 35, 'name': 'Comedy'}]",,21614,tt0242519,hi,Hera Pheri,"Baburao is a landlord in India, who is very near-sighted, and always in financial trouble. He has a tenant named Raja, who has not paid his rent for several months. He also has anther tenant named Shyam, who has come to the city to look for a job in his late father's place, but is unable to find employment. The three men quarrel amongst themselves frequently. Then one day, the three men get a phone call from a kidnapper named Kabira, and decide to make use of this phone call to overcome their financial problems - pretend to be the real kidnappers, increase the ransom amount, keep the incremental amount for themselves, and then give the original ransom demanded to Kabira. Will they get away with this idea?",2.467498,/AjlOxynUi4xE3w5ZIoGtlmGReY5.jpg,"[{'name': 'A.G. Films', 'id': 64343}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2000-03-31,0,123,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,Three unemployed men find the answer to all their money problems when they recieve a call from a kidnapper.,Hera Pheri,False,6.4,39
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,281730,tt3683702,en,Fugly,"It is a story of 4 friends - Dev, Gaurav, Aditya &amp; Devi. The cast is young &amp; fresh. They are at the cusp of their lives - The college has just about finished, but career path is yet to be set. These are the last few days of true freedom that we have all gone through, and still cherish. These friends are conscientious, they will have fun but would never cross the boundaries - They all have dreams and expectations from life, but as they say - man proposes, god disposes. Their fun filled and care free life comes to an abrupt halt, when they are faced with an extremely corrupt and seemingly fearless Police Officer. This puts a series of events in motion which will test their friendship and characters - their life becomes 'Fugly'.",0.924931,/o1ERpLwpwcu0wPgaLd9ZiDQY1XD.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",2014-06-13,0,134,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,Fugly,False,5.3,2
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",,109835,tt2146960,ta,வழக்கு எண் 18/9,"Vazhakku Enn 18/9 is a 2012 Tamil Crime Thriller film written and directed by Balaji Sakthivel, starring newcomers Mithun, Sri, Urmila and Manisha in the lead roles.Pre-production of the film began in 2008, with the filming commencing in 2010 only,following several delays. Cinematography is handled by Vijay Milton, while noted guitarist R. Prasanna has scored the music. The movie released on 4th May 2012 with very high critical acclaim.The film has highest rating in all medias",0.627889,/pDxNMCenX27TD1heW4uUf7siNF7.jpg,"[{'name': 'UTV Motion Pictures', 'id': 2320}, {'name': 'Thirupathi Brothers', 'id': 7139}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2012-05-04,0,115,"[{'iso_639_1': 'ta', 'name': 'தமிழ்'}, {'iso_639_1': 'te', 'name': 'తెలుగు'}]",Released,crime thriller,Vazhakku Enn 18/9,False,6.5,4
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",http://www.detectivebyomkeshbakshy.com/,320295,tt3447364,hi,Detective Byomkesh Bakshy!,"In war torn Calcutta during the 1940's, Byomkesh Bakshy, fresh out of college, pits himself against an evil genius who is out to destroy the world.",1.478116,/4IQMH3I6zBm87DIdmNsefsvYzg.jpg,"[{'name': 'Yash Raj Films', 'id': 1569}, {'name': 'Dibakar Banerjee Productions', 'id': 90793}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2015-04-03,0,148,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Detective Byomkesh Bakshy!,False,6.4,21
False,,3700000,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,323517,tt3678782,hi,बदलापुर,"After his wife and son are killed, a young man finds out the man behind the murder and fights against him, along committing some big mistakes.",1.493061,/4c6GSkVOgbe7VVktp1mDdY8fUra.jpg,"[{'name': 'Illuminati Films', 'id': 81175}, {'name': 'Maddock Films', 'id': 86699}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2015-02-20,11480000,128,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,Don't miss the beginning.,Badlapur,False,6.8,30
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",,273886,tt2556308,hi,Holiday,"A soldier on vacation finds himself hunting down a terrorist.  A military officer attempts to hunt down a terrorist, destroy a terrorist gang and deactivate the sleeper cells under its command.",1.971482,/of7ldwMqUgyOwjA1rw4qJzDaKx.jpg,"[{'name': 'Reliance Entertainment', 'id': 7294}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2014-06-06,0,170,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Holiday,False,5.8,29
False,,3000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",http://www.wakeupsidthefilm.com/index.html,21297,tt1324059,hi,Wake Up Sid,"Wake Up Sid! is the story of a lazy Mumbai college student who does absolutely nothing, with a turn of events will Sid realize his potential in this world and become a success in the fast-paced life of Mumbai.",1.710257,/6ROqCjArtcY7Sa64FTsCBOmeJQ9.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",2009-10-02,11000000,138,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Wake Up Sid,False,6.8,32
False,,483719,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",https://en.wikipedia.org/wiki/Lakshya_(film),21175,tt0323013,hi,Lakshya,"Karan is a lazy good-for-nothing who lives on the generated income of his father and elder brother at their family business. Karan's days: hang out with buddies and romance a woman named Romi. When he watches an action movie, he decides to enlist in the army with a friend, but basic training proves to be too much of a bother and he shortly abandons it, thus making him lose respect on the home front. Romi also stops respecting him. Karan decides he must re-join the army and show his family and Romi that he, too, is focused upon the path he has to take in this lifetime, but will he be resilient enough to carry out this task?",1.608795,/ctB8RWoK2LHn5skqN4eUWVSvpyM.jpg,"[{'name': 'Excel Entertainment', 'id': 2934}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2004-06-18,0,186,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,It took him 24 years and 18000 feet to find himself.,Lakshya,False,6.7,29
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",,21567,tt0453729,en,Iqbal,"This is all about chasing your dreams, no matter what the obstacles. The story involves a young deaf and dumb boy who is crazy about cricket.",0.641487,/oPdtscy3BYDsM83wddWkmQxcTEg.jpg,"[{'name': 'Mukta Searchlight Films', 'id': 3979}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2005-08-26,0,150,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Iqbal,False,6.5,20
False,,2800000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,21570,tt0114234,hi,Rangeela,"A poor young woman, who dreams of Bollywood fame, is caught in a love triangle between her childhood friend and a famous actor.",0.709452,/lIsY60EGLfZjFs3KfTSwCmFe7o0.jpg,"[{'name': 'Jhamu Sughand Productions', 'id': 10822}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1995-01-01,14000000,175,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'ta', 'name': 'தமிழ்'}]",Released,,Rangeela,False,7.1,12
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",http://bhoolbhulaiyaa.erosentertainment.com/,19025,tt0995031,hi,भूल भुलैया,"When U.S.-based Siddharth visits his Indian home town with his new wife, he insists they stay at the ancestral home, laughing off family members' warnings of ghostly goings-on in the mansion. But events soon make him reconsider his beliefs. As unexplained and terrifying occurrences arise, Siddharth calls on his doctor friend to help solve the mystery. What will be the outcome? Will Siddharth's friend be able to solve this riddle?",1.629677,/r5p19XzY9g3j3whIXHGL1NKRTJf.jpg,"[{'name': 'T-Series', 'id': 3522}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2007-10-12,0,151,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Bhool Bhulaiyaa,False,6.3,27
False,"{'id': 142022, 'name': 'Hera Pheri Collection', 'poster_path': None, 'backdrop_path': None}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",,20359,tt0419058,en,Phir Hera Pheri,"Babu Rao, Raju and Shyam, are living happily after having risen from rags to riches. Still, money brings the joy of riches and with it the greed to make more money - and so, with a don as an unknowing investor, Raju initiates a new game.",1.371231,/10J4qDnradcoi45d6Druioxcz1I.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",2006-06-09,0,155,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Phir Hera Pheri,False,5.6,15
False,"{'id': 20970, 'name': 'Sarkar Collection', 'poster_path': '/pTP8esjlXhAo6I6EMgCcysBKUgf.jpg', 'backdrop_path': '/6qmmSdJVwwV7PiusjfzPNZGQmOC.jpg'}",820000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",http://www.sarkarrajthefilm.com/,14394,tt0490210,en,Sarkar Raj,"The politically influential Shankar Nagre agrees to back a power plant scheme presented by corporate hotshot Anita Rajan; providing their enemies, which include upcoming political firebrands, an embezzling facilitator and shady businessmen with a unique opportunity to destroy the mass political clout enjoyed by him and his father (Subhash Nagre), the political icon known as ""Sarkar"".",0.853567,/1ptl9Dq51jXpUNotg6CwHWZxoaK.jpg,"[{'name': 'K Sera Sera', 'id': 3708}, {'name': 'Z Picture Company', 'id': 3709}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2008-06-06,0,125,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Sarkar Raj,False,5.3,6
False,"{'id': 20970, 'name': 'Sarkar Collection', 'poster_path': '/pTP8esjlXhAo6I6EMgCcysBKUgf.jpg', 'backdrop_path': '/6qmmSdJVwwV7PiusjfzPNZGQmOC.jpg'}",1900000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,20968,tt0432047,hi,Sarkar,"The authority of a man, who runs a parallel government in Mumbai, is challenged. His son rises to face his enemies.",2.004745,/a44NWNL6Qe9lSZaHHFI7cyKEdTJ.jpg,"[{'name': 'Sahara One Entertainment', 'id': 3652}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2005-07-01,5900000,123,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Sarkar,False,6.9,17
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://50-50hulchul.indiatimes.com/#,20364,tt0437238,en,Hulchul,"A man and woman from feuding families each pretend to fall in love, as part of a revenge plot. Chaos ensues when their fake romance becomes a reality.",0.969653,/44S7lpdeFpIFmd3ROpe9h3P1CNd.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",2004-11-26,0,168,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,It's one crazy love story!,Hulchul,False,6,10
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,33124,tt0109010,hi,1942: A Love Story,"In 1942 the British ruled India, a time when people were either working for the British or rallying for underground meetings and protests against them. Amidst this background, Naren Singh, falls in love with Rajeshwari Pathak. But their romance is not an easy one, for Naren comes from a wealthy, British supporting, family. But Rajeshwari is poor and is fighting against the British.",1.033872,/2DFa6OspPuOl9piGnV3tjor2knb.jpg,"[{'name': 'Vidhu Vinod Chopra Productions', 'id': 3781}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1994-04-15,0,157,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,1942,1942: A Love Story,False,4.6,5
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,33457,tt0291376,hi,नायक,"TV reporter Shivajirao gets a chance to be the Chief Minister of Maharashtra for a day, after being challenged by incumbent Chief Minister Balraj Chauhan. After his successful one-day stint, he attempts to get back to his normal life, but it is not as easy as he thought it to be, with the lives of his near and dear ones now in danger on account of his honesty.",1.394925,/aAPk0zZ1DjCWQIquacRNrWZ3Y2B.jpg,"[{'name': 'Sri Surya Films', 'id': 5298}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2001-09-07,0,187,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Nayak: The Real Hero,False,6.5,17
False,,4000000,[],,69520,tt0459516,en,புதுப்பேட்டை,"The story is set in the backdrop of the slums of Pudhupettai in Chennai, as the title suggests, where a high school kid Kokki Kumar (Dhanush) sees his mom dead after he comes back from watching a movie. His father, the murderer is also planning to kill his son Kumar. Kumar sensing danger runs away from home. Homeless and with no food Kumar resorts to begging until he is falsely arrested while standing by and watching a commotion on the street. In jail he befriends handymen of a local goon who take Kumar with them and give him petty jobs to do. In a confrontation with goons of another gang Kumar kills the brother of his enemy gang's head Moorthi thus earning the respect of his gang and making enemies for himself both within his gang and outside.",0.056489,/zGUBx6bKoZCl8UbWazjeoFSjkTc.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",2006-05-26,0,170,"[{'iso_639_1': 'ta', 'name': 'தமிழ்'}]",Released,,Pudhupettai,False,8,1
False,,0,"[{'id': 28, 'name': 'Action'}]",,21265,tt0379370,hi,Maqbool,"Macbeth meets the Godfather in present-day Bombay. The Scottish tragedy set in the contemporary underworld of India's commercial capital; two corrupt, fortune telling policemen take the roles of the weird sisters, and ""Duncan"" is Abbaji, the head of a crime family.",0.714608,/qAV3SfnEPf2l9l6leoZARUt4fCc.jpg,"[{'name': 'Kaleidoscope Entertainment Pvt. Ltd.', 'id': 80873}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2003-01-01,0,132,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Maqbool,False,7.6,5
False,,0,"[{'id': 18, 'name': 'Drama'}]",,126969,tt0116749,ml,കഥാപുരുഷൻ,This intimately-constructed drama traces the consequences of the tumultuous political and social changes that swept through India in the years since pre-Independence 1937.,0.071578,/zT8VxahKXLNfXzspUqLwRFlWTEG.jpg,"[{'name': 'Adoor Gopalakrishnan Productions', 'id': 86993}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1996-09-06,0,107,"[{'iso_639_1': 'ml', 'name': ''}]",Released,,Man of the Story,False,5,1
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,132316,tt2176013,hi,Jab Tak Hai Jaan,"An ex-army man, leading a double life in London, must choose between his wife and muse.  Jab Tak Hai Jaan movie is a love triangle,and also marks the return of Yash Chopra as a director after eight years.  In Jab Tak Hai Jaan, Shahrukh Khan plays the character of Samar who is an angry, unforgiving, with loads of emotional baggage. His role will span two ages, one in his late twenties as a musician based in London and the other at an older age as an introverted, composed, dutiful army officer in Kashmir.  Katrina as Meera play as a seductress, an unattainable beauty. And Anushka as Akira who is 21 year old and works for Discovery Channel and makes documentaries.",4.856861,/sABBBw0zCSpRpLEOPKtoJtV7zjT.jpg,"[{'name': 'Yash Raj Films', 'id': 1569}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2012-11-13,0,176,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Jab Tak Hai Jaan,False,7.2,68
False,,5510000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",http://www.yashrajfilms.com/microsites/mbkd/index.html,74458,tt1740710,hi,Mere Brother Ki Dulhan,"London-based Luv Agnihotri decides to end his bachelorhood and asks his Bollywood film-maker brother, Kush, to find a bride for him - much to the displeasure of his Dehradun-based father. Kush accordingly meets and interviews a variety of women, and finally selects Delhi-based Dimple Dixit, a woman he had known before, to be the perfect match. Dimple and Luv meet on-line, are attracted to each other, and the former travels to India where the two families get the couple formally engaged. It is then Dimple decides that she prefers Kush. Watch as things spiral out of control when she insists that Kush must elope with her.",1.838865,/dlLsY4VeDJVNd6iTXVfRIS14XT4.jpg,"[{'name': 'Yash Raj Films', 'id': 1569}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2011-09-09,18050000,139,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,Mere Brother Ki Dulhan,False,6.5,19
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,40777,tt1667838,en,I Hate Luv Storys,"'I hate luv storys' is the maxim Jay lives by. But as an assistant director to Veer, the most famous romantic filmmaker of Indian Film Industry, Jay has little option but to live with larger than life, glossy, cinematic love on an everyday basis. Things only get worse when he is made to work under the new production designer on the film… Simran, with whom he shares the strangest first encounter! Simran loves luv storys; So much so that even her life has begun to resemble one. With her ideal job and the perfect boyfriend, Raj, she lives a blissful, dreamy life; One that is rudely interrupted by Jay's cynicism. The turmoil's of Jay and Simran's life, is ironically interweaved with the Luv Story that they are working on…",2.045046,/kPdsdBLVpKrSl6yj2Avc8teHLah.jpg,"[{'name': 'UTV Motion Pictures', 'id': 2320}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2010-07-02,0,135,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,I Hate Luv Storys,False,6.1,35
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,303281,tt3017412,en,Happy Ending,Yudi’s happy life is about to encounter a speed breaker-his BMW gets towed away and his dues have started piling up. He’s run out of money and luck! To make matters worse-his supposed ex-girlfriend isn’t really his ex.,1.02066,/xAiIWa12o3yVpzQpMv4uh4EKFwu.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",2014-11-21,0,135,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Happy Ending,False,5.3,16
False,"{'id': 341455, 'name': 'Tanu Weds Manu Collection', 'poster_path': None, 'backdrop_path': None}",400000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",http://www.tanuwedsmanu.com,58333,tt1694542,hi,Tanu Weds Manu,"Marriages are made in heaven! Though the road to heaven might be a little “tedha’. Meet ‘Manu’, a seedha saadha Doctor from London. Intelligent, temperate and from a respectable family, The perfect groom which every parent wants for their daughter. ‘Family pressure’ leads him to Kanpur to meet Tanu the quintessential small town girl who has studied in Delhi. Tanu is a smart, intelligent girl who will do everything that her parents will disapprove. With a mind of her own and a love for rebellion, Tanu is dead against an arranged marriage. But destiny holds something totally different for these dramatically diverse personalities. Their paths keep crossing time and again and weaves this wonderful story through the Indian heartland.",1.252133,/bxHX5RKvEdHfx1hPFbm7vaBlvz3.jpg,"[{'name': 'Paramhans Creation', 'id': 6809}, {'name': 'Sanjay Singh Films', 'id': 6810}, {'name': 'Viacom 18 Motion Pictures', 'id': 7356}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2011-03-25,252000,119,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,Celebrate a perfect mismatch.,Tanu Weds Manu,False,6.1,20
False,,5400000,"[{'id': 53, 'name': 'Thriller'}]",,215776,tt2855648,hi,Madras Cafe,"An Indian Intelligence agent journeys into a war torn coastal island, to break a resolute rebel group. He deftly maneuvers his resources to make significant breakthroughs, amidst a scenario where the enemy has no face and the only counsel is 'Don't get caught.' At various junctions, he meets a charismatic and passionate journalist who is following her will to reflect the truth behind the civil war. The story unfolds as their quest for the truth reveals a deeper conspiracy, by a faceless enemy, united to seize a common nemesis - India.",2.39989,/q2jJ19VgGgK4nOmd3ml9rmN9D7G.jpg,"[{'name': 'JA Entertainment', 'id': 19143}, {'name': 'Rising Sun Films', 'id': 19144}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2013-08-23,6500000,130,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,Intercept the truth,Madras Cafe,False,6.9,32
False,,0,"[{'id': 18, 'name': 'Drama'}]",,339367,tt3483612,en,Hamari Adhuri Kahani,"Hamari Adhuri Kahani (English: Our Incomplete Story) is a 2015 Indian romantic drama directed by Mohit Suri and produced by Mahesh Bhatt under the banner Vishesh Films and Fox Star Studios. The film stars Emraan Hashmi, Vidya Balan, and Rajkummar Rao. It is based on the love story of Bhatt's parents, Nanabhai Bhatt, Shirin Mohammad Ali and his stepmother.",0.489781,/25CM18kDVbrZ01XKapATXC2dX0k.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",2015-06-12,0,129,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Hamari Adhuri Kahani,False,6,12
False,,0,"[{'id': 18, 'name': 'Drama'}]",,264038,tt3973410,ta,Kaaka Muttai,Two slum kids yearn to taste a pizza after being enticed by the pizza shop that has opened near their locality. What happens when they mange to find the money to buy one?,1.071588,/36vZvRRb8kpXMDgZVPSc4vFwOT7.jpg,"[{'name': 'Wunderbar Films', 'id': 12466}, {'name': 'Grass Root Film Company', 'id': 14143}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2015-06-05,0,109,"[{'iso_639_1': 'ta', 'name': 'தமிழ்'}]",Released,,Kaaka Muttai,False,8.2,12
False,,0,"[{'id': 18, 'name': 'Drama'}]",,222951,tt2408040,hi,B.A. Pass,"After losing his parents in a car accident, Mukesh stays at his Aunt's house in Delhi. Enrolled in a good for nothing course in college he finds peace by playing chess at the local cemetery, the rest of the times he worries over ways to make a living and taking care of his sisters. 'B.A.Pass' is a story looking at the fatal promise of a new life. When Mukesh meets Sarika 'auntie' at a kitty party, little does he know of the city and it's ways and means to survive. Sarika seduces Mukesh, shy and inexperienced he falls for her. What follows is a twist of destiny, a kind of story that appears in the tabloids as 'heinous acts of crime'",1.015633,/drqhzB3UTcihGX8fgr25dQML5hB.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",2013-08-02,0,95,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,B.A. Pass,False,6.9,6
False,,11000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",,337876,tt2424988,hi,Gabbar Is Back,A vigilante network taking out corrupt officials draws the notice of the authorities.,1.812728,/l798CIaRjYMcHtP5vbpQRJjtOcP.jpg,"[{'name': 'Bhansali Films', 'id': 1892}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2015-05-01,41000000,128,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Gabbar Is Back,False,7,33
False,,1823152,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",,19620,tt0476527,hi,Bluffmaster!,"Roy (Abhishek Bachchan) is a professional conman, who has raised his work to the level of an art. The only true thing he has is his love for Simmi (Priyanka Chopra) someone who is so rooted, honest and sincere, that he can't bring himself to tell her the reality of who he is. But when his past catches up with him, she cannot forgive him for the deceit their relationship is built on. He loses her forever. That's when Aditya Srivastav (Riteish Deshmukh) enters the picture. He is the counterpoint to everything that Roy is as frantic as Roy is calm, as dumb as Roy is smart, as messy and untidy as Roy is smooth. They have only one thing in common.Aditya is a conman too. At least he thinks of himself as one. In Roy's book, he's an embarrassment. But one that won't go away!",1.12908,/lZoPhdUYrVnT2IA382O5BvEmyT3.jpg,"[{'name': 'R.S. Entertainment', 'id': 3651}, {'name': 'Sahara One Entertainment', 'id': 3652}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2005-01-01,7133082,137,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Bluffmaster!,False,4.9,14
False,,240000,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 27, 'name': 'Horror'}]",,139357,tt2585562,ta,Pizza,The story is about how around a pizza delivery boy lands in a mysterious circumstance and how it works a dramatic change in his life. A very different thriller which will make you sweat.,0.602301,/6z3FpMU03F9mTuNu1YIQrsVFFTL.jpg,"[{'name': 'Thirukumaran Entertainment', 'id': 14294}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2012-10-19,2800000,127,"[{'iso_639_1': 'ta', 'name': 'தமிழ்'}, {'iso_639_1': 'te', 'name': 'తెలుగు'}]",Released,,Pizza,False,5.5,11
